event_id,det_id,xtop,ytop,z,xbot,ybot
10.0,31112310.0,251.362734095,-4.670065219,3334.85,-246.73302104,-48.2477971436
10.0,32012326.0,244.400733364,-74.9059672646,3342.25,-253.69502177,-31.3282353399
10.0,32112326.0,244.362384837,-75.3442929317,3344.85,-253.733370297,-31.7665610071
10.0,33002318.0,249.9992,-40.6,3351.15,-249.9992,-40.6
10.0,33102318.0,249.9992,-41.04,3353.75,-249.9992,-41.04
10.0,40012321.0,249.9992,-44.82,3522.25,-249.9992,-44.82
10.0,40112321.0,249.9992,-45.26,3524.85,-249.9992,-45.26
10.0,41012313.0,251.768879856,-9.3123325121,3532.25,-246.326875279,-52.8900644367
10.0,41102312.0,251.735760674,-8.93377852683,3533.75,-246.359994461,-52.5115104515
10.0,41112313.0,251.807228383,-9.75065817926,3534.85,-246.288526752,-53.3283901039
10.0,42002329.0,243.879542022,-80.8632115592,3541.15,-254.216213112,-37.2854796345
10.0,42102329.0,243.841193495,-81.3015372263,3543.75,-254.254561639,-37.7238053017
10.0,43002321.0,249.9992,-45.7,3551.15,-249.9992,-45.7
10.0,43102321.0,249.9992,-46.14,3553.75,-249.9992,-46.14
10.0,50002147.0,106.428143259,1.74340387213,-1974.85,-106.428143259,1.74340387213
10.0,50102147.0,106.428143259,1.30340387213,-1972.25,-106.428143259,1.30340387213
10.0,50112147.0,106.428143259,2.18340387213,-1971.15,-106.428143259,2.18340387213
10.0,51012148.0,105.942672092,10.1957139166,-1963.75,-106.103631992,-8.35593383335
10.0,51102147.0,105.90955291,10.5742679019,-1962.25,-106.136751175,-7.97737984808
10.0,51112148.0,105.981020619,9.75738824942,-1961.15,-106.065283466,-8.79425950052
10.0,10012260.0,225.012214055,15.6562269248,2582.25,-225.012214055,15.6562269248
10.0,10102259.0,225.012214055,16.0362269248,2583.75,-225.012214055,16.0362269248
10.0,11002263.0,223.312635903,29.2505126033,2591.15,-224.999313392,-9.97170068325
10.0,11012264.0,223.384103612,28.4336329509,2592.25,-224.927845683,-10.7885803357
10.0,11102263.0,223.35098443,28.8121869361,2593.75,-224.960964865,-10.4100263504
10.0,12012256.0,226.113163785,2.75966755837,2602.25,-222.198785511,41.9818808449
10.0,12102255.0,226.146282967,3.13822154364,2603.75,-222.165666328,42.3604348302
10.0,13002259.0,225.012214055,16.4762269248,2611.15,-225.012214055,16.4762269248
10.0,13012260.0,225.012214055,15.6562269248,2612.25,-225.012214055,15.6562269248
10.0,13102259.0,225.012214055,16.0362269248,2613.75,-225.012214055,16.0362269248
10.0,20002259.0,225.012214055,16.4762269248,2781.15,-225.012214055,16.4762269248
10.0,20112259.0,225.012214055,16.9162269248,2784.85,-225.012214055,16.9162269248
10.0,21002263.0,223.312635903,29.2505126033,2791.15,-224.999313392,-9.97170068325
10.0,21112263.0,223.274287376,29.6888382705,2794.85,-225.037661919,-9.53337501609
10.0,22002255.0,226.184631494,3.5765472108,2801.15,-222.127317802,42.7987604973
10.0,22012255.0,226.261328547,4.45319854512,2802.25,-222.050620748,43.6754118317
10.0,22112255.0,226.22298002,4.01487287796,2804.85,-222.088969275,43.2370861645
10.0,23002259.0,225.012214055,16.4762269248,2811.15,-225.012214055,16.4762269248
10.0,23012259.0,225.012214055,17.3562269248,2812.25,-225.012214055,17.3562269248
10.0,23112259.0,225.012214055,16.9162269248,2814.85,-225.012214055,16.9162269248
10.0,30002282.0,249.9992,20.6,3321.15,-249.9992,20.6
10.0,30112282.0,249.9992,21.04,3324.85,-249.9992,21.04
10.0,31012287.0,247.916596026,34.7194731436,3332.25,-250.179159108,-8.85825878109
10.0,31102286.0,247.883476844,35.0980271288,3333.75,-250.21227829,-8.47970479581
10.0,32012278.0,251.512641972,6.38352009971,3342.25,-246.583113162,49.9612520244
10.0,32102277.0,251.545761154,6.76207408499,3343.75,-246.54999398,50.3398060096
10.0,33012282.0,249.9992,21.48,3352.25,-249.9992,21.48
10.0,33112282.0,249.9992,21.04,3354.85,-249.9992,21.04
10.0,40012281.0,249.9992,23.18,3522.25,-249.9992,23.18
10.0,40102280.0,249.9992,23.56,3523.75,-249.9992,23.56
10.0,40112281.0,249.9992,22.74,3524.85,-249.9992,22.74
10.0,41002285.0,247.696963555,37.2298837827,3531.15,-250.39879158,-6.3478481419
10.0,41102285.0,247.735312081,36.7915581156,3533.75,-250.360443053,-6.78617380906
10.0,42002276.0,251.732274444,8.89393073891,3541.15,-246.363480691,52.4716626635
10.0,42112276.0,251.770622971,9.33225640607,3544.85,-246.325132164,52.9099883307
10.0,43012281.0,249.9992,23.18,3552.25,-249.9992,23.18
10.0,43102280.0,249.9992,23.56,3553.75,-249.9992,23.56
16.0,10012475.0,225.012214055,-349.843773075,2582.25,-225.012214055,-349.843773075
16.0,10112475.0,225.012214055,-350.283773075,2584.85,-225.012214055,-350.283773075
16.0,11012483.0,255.832186637,-342.449653149,2592.25,-192.479762658,-381.671866435
16.0,11112483.0,255.870535164,-342.887978816,2594.85,-192.441414131,-382.110192102
16.0,12002466.0,194.92186657,-353.758490995,2601.15,-253.390082725,-314.536277708
16.0,12012466.0,194.998563624,-352.88183966,2602.25,-253.313385672,-313.659626374
16.0,12112466.0,194.960215097,-353.320165328,2604.85,-253.351734198,-314.097952041
16.0,13012476.0,225.012214055,-351.543773075,2612.25,-225.012214055,-351.543773075
16.0,13102475.0,225.012214055,-351.163773075,2613.75,-225.012214055,-351.163773075
16.0,13112476.0,225.012214055,-351.983773075,2614.85,-225.012214055,-351.983773075
16.0,20012481.0,225.012214055,-360.043773075,2782.25,-225.012214055,-360.043773075
16.0,20102480.0,225.012214055,-359.663773075,2783.75,-225.012214055,-359.663773075
16.0,20112481.0,225.012214055,-360.483773075,2784.85,-225.012214055,-360.483773075
16.0,21002489.0,256.797872267,-353.487490404,2791.15,-191.514077029,-392.70970369
16.0,21112489.0,256.75952374,-353.049164736,2794.85,-191.552425555,-392.271378023
16.0,22012472.0,194.109575048,-363.043025581,2802.25,-254.202374248,-323.820812294
16.0,22102471.0,194.14269423,-362.664471596,2803.75,-254.169255065,-323.442258309
16.0,23012482.0,225.012214055,-361.743773075,2812.25,-225.012214055,-361.743773075
16.0,23102481.0,225.012214055,-361.363773075,2813.75,-225.012214055,-361.363773075
16.0,30012524.0,249.9992,-389.92,3322.25,-249.9992,-389.92
16.0,30102523.0,249.9992,-389.54,3323.75,-249.9992,-389.54
16.0,30112524.0,249.9992,-390.36,3324.85,-249.9992,-390.36
16.0,31012533.0,284.365127643,-381.889149598,3332.25,-213.730627491,-425.466881523
16.0,31112533.0,284.40347617,-382.327475266,3334.85,-213.692278964,-425.90520719
16.0,32012514.0,216.545757982,-393.289792775,3342.25,-281.549997153,-349.71206085
16.0,32112514.0,216.507409455,-393.728118442,3344.85,-281.588345679,-350.150386517
16.0,33012525.0,249.9992,-391.62,3352.25,-249.9992,-391.62
16.0,33112525.0,249.9992,-392.06,3354.85,-249.9992,-392.06
16.0,40012531.0,249.9992,-401.82,3522.25,-249.9992,-401.82
16.0,40112531.0,249.9992,-402.26,3524.85,-249.9992,-402.26
16.0,41002540.0,285.478978036,-394.62051784,3531.15,-212.616777099,-438.198249765
16.0,41102540.0,285.517326563,-395.058843507,3533.75,-212.578428572,-438.636575432
16.0,42012521.0,215.508604643,-405.144509682,3542.25,-282.587150491,-361.566777757
16.0,42112521.0,215.470256116,-405.582835349,3544.85,-282.625499018,-362.005103425
16.0,43002532.0,249.9992,-404.4,3551.15,-249.9992,-404.4
16.0,43112532.0,249.9992,-403.96,3554.85,-249.9992,-403.96
16.0,10002383.0,225.012214055,-194.323773075,2581.15,-225.012214055,-194.323773075
16.0,10102383.0,225.012214055,-194.763773075,2583.75,-225.012214055,-194.763773075
16.0,11002385.0,241.388736949,-177.360267781,2591.15,-206.923212346,-216.582481067
16.0,11112385.0,241.350388422,-176.921942114,2594.85,-206.961560873,-216.1441554
16.0,12012381.0,207.592568451,-208.931705786,2602.25,-240.719380845,-169.7094925
16.0,12102380.0,207.625687633,-208.553151801,2603.75,-240.686261662,-169.330938514
16.0,12112381.0,207.554219924,-209.370031453,2604.85,-240.757729371,-170.147818167
16.0,13002383.0,225.012214055,-194.323773075,2611.15,-225.012214055,-194.323773075
16.0,13102383.0,225.012214055,-194.763773075,2613.75,-225.012214055,-194.763773075
16.0,13112383.0,225.012214055,-193.883773075,2614.85,-225.012214055,-193.883773075
16.0,20002382.0,225.012214055,-192.623773075,2781.15,-225.012214055,-192.623773075
16.0,20102382.0,225.012214055,-193.063773075,2783.75,-225.012214055,-193.063773075
16.0,21012384.0,241.163875133,-174.79008546,2792.25,-207.148074163,-214.012298746
16.0,21112384.0,241.202223659,-175.228411127,2794.85,-207.109725636,-214.450624414
16.0,22012380.0,207.740733213,-207.238174799,2802.25,-240.571216082,-168.015961513
16.0,22112380.0,207.702384687,-207.676500467,2804.85,-240.609564609,-168.45428718
16.0,23002382.0,225.012214055,-192.623773075,2811.15,-225.012214055,-192.623773075
16.0,23112382.0,225.012214055,-192.183773075,2814.85,-225.012214055,-192.183773075
16.0,30002401.0,249.9992,-181.7,3321.15,-249.9992,-181.7
16.0,30012402.0,249.9992,-182.52,3322.25,-249.9992,-182.52
16.0,30102401.0,249.9992,-182.14,3323.75,-249.9992,-182.14
16.0,31002402.0,265.032240787,-160.913241668,3331.15,-233.063514347,-204.490973592
16.0,31102402.0,265.070589314,-161.351567335,3333.75,-233.02516582,-204.92929926
16.0,32002399.0,233.508008635,-199.410380632,3341.15,-264.587746499,-155.832648707
16.0,32112399.0,233.546357162,-198.972054965,3344.85,-264.549397972,-155.39432304
16.0,33012401.0,249.9992,-180.82,3352.25,-249.9992,-180.82
16.0,33112401.0,249.9992,-181.26,3354.85,-249.9992,-181.26
16.0,40012398.0,249.9992,-175.72,3522.25,-249.9992,-175.72
16.0,40102397.0,249.9992,-175.34,3523.75,-249.9992,-175.34
16.0,41002398.0,264.439581736,-154.139117721,3531.15,-233.656173398,-197.716849645
16.0,41012399.0,264.511049445,-154.955997373,3532.25,-233.584705689,-198.533729298
16.0,41102398.0,264.477930263,-154.577443388,3533.75,-233.617824871,-198.155175312
16.0,42012396.0,234.029199977,-193.453136337,3542.25,-264.066555157,-149.875404413
16.0,42102395.0,234.062319159,-193.074582352,3543.75,-264.033435975,-149.496850428
16.0,43002397.0,249.9992,-174.9,3551.15,-249.9992,-174.9
16.0,43112397.0,249.9992,-174.46,3554.85,-249.9992,-174.46
17.0,10002345.0,225.012214055,-129.723773075,2581.15,-225.012214055,-129.723773075
17.0,10112345.0,225.012214055,-129.283773075,2584.85,-225.012214055,-129.283773075
17.0,11002347.0,235.758475967,-113.006090284,2591.15,-212.553473328,-152.228303571
17.0,11012347.0,235.681778914,-112.12943895,2592.25,-212.630170382,-151.351652236
17.0,11112347.0,235.720127441,-112.567764617,2594.85,-212.591821855,-151.789977904
17.0,12002343.0,213.146132379,-145.454179624,2601.15,-235.165816917,-106.231966337
17.0,12102343.0,213.107783852,-145.892505291,2603.75,-235.204165444,-106.670292004
17.0,13012346.0,225.012214055,-130.543773075,2612.25,-225.012214055,-130.543773075
17.0,13102345.0,225.012214055,-130.163773075,2613.75,-225.012214055,-130.163773075
17.0,13112346.0,225.012214055,-130.983773075,2614.85,-225.012214055,-130.983773075
17.0,20002349.0,225.012214055,-136.523773075,2781.15,-225.012214055,-136.523773075
17.0,20012349.0,225.012214055,-135.643773075,2782.25,-225.012214055,-135.643773075
17.0,20112349.0,225.012214055,-136.083773075,2784.85,-225.012214055,-136.083773075
17.0,21012351.0,236.274437964,-118.903562897,2792.25,-212.037511331,-158.125776183
17.0,21102350.0,236.241318782,-118.525008912,2793.75,-212.070630513,-157.747222198
17.0,21112351.0,236.312786491,-119.341888564,2794.85,-211.999162804,-158.564101851
17.0,22002347.0,212.553473328,-152.228303571,2801.15,-235.758475967,-113.006090284
17.0,22112347.0,212.591821855,-151.789977904,2804.85,-235.720127441,-112.567764617
17.0,23002349.0,225.012214055,-136.523773075,2811.15,-225.012214055,-136.523773075
17.0,23012350.0,225.012214055,-137.343773075,2812.25,-225.012214055,-137.343773075
17.0,23102349.0,225.012214055,-136.963773075,2813.75,-225.012214055,-136.963773075
17.0,30012383.0,249.9992,-150.22,3322.25,-249.9992,-150.22
17.0,30112383.0,249.9992,-150.66,3324.85,-249.9992,-150.66
17.0,31002384.0,262.365275059,-130.429683906,3331.15,-235.730480075,-174.007415831
17.0,31102384.0,262.403623586,-130.868009573,3333.75,-235.692131549,-174.445741498
17.0,32002381.0,236.174974363,-168.92682287,3341.15,-261.920780771,-125.349090946
17.0,32112381.0,236.21332289,-168.488497203,3344.85,-261.882432244,-124.910765279
17.0,33002383.0,249.9992,-151.1,3351.15,-249.9992,-151.1
17.0,33102383.0,249.9992,-151.54,3353.75,-249.9992,-151.54
17.0,33112383.0,249.9992,-150.66,3354.85,-249.9992,-150.66
17.0,40002385.0,249.9992,-154.5,3521.15,-249.9992,-154.5
17.0,40102385.0,249.9992,-154.94,3523.75,-249.9992,-154.94
17.0,40112385.0,249.9992,-154.06,3524.85,-249.9992,-154.06
17.0,41012387.0,262.733072293,-134.633625532,3532.25,-235.362682841,-178.211357457
17.0,41102386.0,262.699953111,-134.255071547,3533.75,-235.395802023,-177.832803471
17.0,41112387.0,262.77142082,-135.071951199,3534.85,-235.324334314,-178.649683124
17.0,42002383.0,235.878644838,-172.313884844,3541.15,-262.217110296,-128.736152919
17.0,42012384.0,235.807177129,-173.130764496,3542.25,-262.288578005,-129.553032572
17.0,42102383.0,235.840296311,-172.752210511,3543.75,-262.255458823,-129.174478587
17.0,43012386.0,249.9992,-155.32,3552.25,-249.9992,-155.32
17.0,43102385.0,249.9992,-154.94,3553.75,-249.9992,-154.94
17.0,10012336.0,225.012214055,-113.543773075,2582.25,-225.012214055,-113.543773075
17.0,10102335.0,225.012214055,-113.163773075,2583.75,-225.012214055,-113.163773075
17.0,11012338.0,234.34829605,-96.8876600691,2592.25,-213.963653246,-136.109873356
17.0,11102337.0,234.315176867,-96.5091060838,2593.75,-213.996772428,-135.73131937
17.0,12002333.0,214.627780005,-128.518869756,2601.15,-233.68416929,-89.2966564696
17.0,12112333.0,214.666128532,-128.080544089,2604.85,-233.645820763,-88.8583308025
17.0,13012336.0,225.012214055,-113.543773075,2612.25,-225.012214055,-113.543773075
17.0,13102335.0,225.012214055,-113.163773075,2613.75,-225.012214055,-113.163773075
17.0,20012336.0,225.012214055,-113.543773075,2782.25,-225.012214055,-113.543773075
17.0,20102335.0,225.012214055,-113.163773075,2783.75,-225.012214055,-113.163773075
17.0,20112336.0,225.012214055,-113.983773075,2784.85,-225.012214055,-113.983773075
17.0,21012338.0,234.34829605,-96.8876600691,2792.25,-213.963653246,-136.109873356
17.0,21112338.0,234.386644577,-97.3259857362,2794.85,-213.925304719,-136.548199023
17.0,22002333.0,214.627780005,-128.518869756,2801.15,-233.68416929,-89.2966564696
17.0,22112333.0,214.666128532,-128.080544089,2804.85,-233.645820763,-88.8583308025
17.0,23012336.0,225.012214055,-113.543773075,2812.25,-225.012214055,-113.543773075
17.0,23112336.0,225.012214055,-113.983773075,2814.85,-225.012214055,-113.983773075
17.0,30012363.0,249.9992,-116.22,3322.25,-249.9992,-116.22
17.0,30102362.0,249.9992,-115.84,3323.75,-249.9992,-115.84
17.0,31002365.0,259.550144568,-98.2525951577,3331.15,-238.545610566,-141.830327082
17.0,31112365.0,259.511796041,-97.8142694906,3334.85,-238.583959093,-141.392001415
17.0,32012360.0,239.363131433,-132.486020814,3342.25,-258.732623701,-88.9082888896
17.0,32112360.0,239.324782906,-132.924346481,3344.85,-258.770972228,-89.3466145568
17.0,33012363.0,249.9992,-116.22,3352.25,-249.9992,-116.22
17.0,33102362.0,249.9992,-115.84,3353.75,-249.9992,-115.84
17.0,33112363.0,249.9992,-116.66,3354.85,-249.9992,-116.66
17.0,40012364.0,249.9992,-117.92,3522.25,-249.9992,-117.92
17.0,40102363.0,249.9992,-117.54,3523.75,-249.9992,-117.54
17.0,41002366.0,259.698309331,-99.9461261445,3531.15,-238.397445803,-143.523858069
17.0,41112366.0,259.659960804,-99.5078004773,3534.85,-238.43579433,-143.085532402
17.0,42012361.0,239.21496667,-134.179551801,3542.25,-258.880788464,-90.6018198764
17.0,42102360.0,239.248085853,-133.800997816,3543.75,-258.847669282,-90.2232658911
17.0,43012364.0,249.9992,-117.92,3552.25,-249.9992,-117.92
17.0,43102363.0,249.9992,-117.54,3553.75,-249.9992,-117.54
17.0,43112364.0,249.9992,-118.36,3554.85,-249.9992,-118.36
22.0,10002204.0,225.012214055,109.976226925,2581.15,-225.012214055,109.976226925
22.0,10012205.0,225.012214055,109.156226925,2582.25,-225.012214055,109.156226925
22.0,10102204.0,225.012214055,109.536226925,2583.75,-225.012214055,109.536226925
22.0,11002202.0,214.27458538,132.555902795,2591.15,-234.037363915,93.3336895089
22.0,11012203.0,214.346053089,131.739023143,2592.25,-233.965896206,92.5168098564
22.0,11102202.0,214.312933907,132.117577128,2593.75,-233.999015388,92.8953638417
22.0,12002206.0,233.444704865,86.5595655618,2601.15,-214.867244431,125.781778848
22.0,12012207.0,233.373237155,85.7426859094,2602.25,-214.93871214,124.964899196
22.0,12102206.0,233.406356338,86.1212398947,2603.75,-214.905592958,125.343453181
22.0,13002204.0,225.012214055,109.976226925,2611.15,-225.012214055,109.976226925
22.0,13112204.0,225.012214055,110.416226925,2614.85,-225.012214055,110.416226925
22.0,20012202.0,225.012214055,114.256226925,2782.25,-225.012214055,114.256226925
22.0,20102201.0,225.012214055,114.636226925,2783.75,-225.012214055,114.636226925
22.0,21012200.0,213.901558801,136.819616103,2792.25,-234.410390494,97.5974028167
22.0,21102199.0,213.868439619,137.198170089,2793.75,-234.443509676,97.975956802
22.0,22002204.0,233.74103439,89.9466275354,2801.15,-214.570914905,129.168840822
22.0,22112204.0,233.779382917,90.3849532025,2804.85,-214.532566379,129.607166489
22.0,23002201.0,225.012214055,115.076226925,2811.15,-225.012214055,115.076226925
22.0,23102201.0,225.012214055,114.636226925,2813.75,-225.012214055,114.636226925
22.0,30012224.0,249.9992,120.08,3322.25,-249.9992,120.08
22.0,30112224.0,249.9992,119.64,3324.85,-249.9992,119.64
22.0,31002221.0,238.214418744,145.615866935,3331.15,-259.881336391,102.03813501
22.0,31102221.0,238.25276727,145.177541268,3333.75,-259.842987864,101.599809343
22.0,32002227.0,258.992347815,91.8769490899,3341.15,-239.10340732,135.454681015
22.0,32112227.0,259.030696341,92.3152747571,3344.85,-239.065058793,135.893006682
22.0,33002224.0,249.9992,119.2,3351.15,-249.9992,119.2
22.0,33012224.0,249.9992,120.08,3352.25,-249.9992,120.08
22.0,33112224.0,249.9992,119.64,3354.85,-249.9992,119.64
22.0,40002224.0,249.9992,119.2,3521.15,-249.9992,119.2
22.0,40102224.0,249.9992,118.76,3523.75,-249.9992,118.76
22.0,41012222.0,238.285886453,144.798987283,3532.25,-259.809868682,101.221255358
22.0,41102221.0,238.25276727,145.177541268,3533.75,-259.842987864,101.599809343
22.0,42012228.0,258.920880106,91.0600694375,3542.25,-239.174875029,134.637801362
22.0,42112228.0,258.882531579,90.6217437704,3544.85,-239.213223556,134.199475695
22.0,43002224.0,249.9992,119.2,3551.15,-249.9992,119.2
22.0,43012225.0,249.9992,118.38,3552.25,-249.9992,118.38
22.0,43102224.0,249.9992,118.76,3553.75,-249.9992,118.76
22.0,10002235.0,225.012214055,57.2762269248,2581.15,-225.012214055,57.2762269248
22.0,10102235.0,225.012214055,56.8362269248,2583.75,-225.012214055,56.8362269248
22.0,11002236.0,219.312187311,74.9758492457,2591.15,-228.999761984,35.7536359592
22.0,11102236.0,219.350535838,74.5375235786,2593.75,-228.961413458,35.315310292
22.0,12002234.0,229.29609151,39.1406979327,2601.15,-219.015857786,78.3629112192
22.0,12012235.0,229.224623801,38.3238182802,2602.25,-219.087325495,77.5460315668
22.0,12102234.0,229.257742983,38.7023722655,2603.75,-219.054206312,77.9245855521
22.0,13002235.0,225.012214055,57.2762269248,2611.15,-225.012214055,57.2762269248
22.0,13112235.0,225.012214055,57.7162269248,2614.85,-225.012214055,57.7162269248
22.0,20012235.0,225.012214055,58.1562269248,2782.25,-225.012214055,58.1562269248
22.0,20102234.0,225.012214055,58.5362269248,2783.75,-225.012214055,58.5362269248
22.0,20112235.0,225.012214055,57.7162269248,2784.85,-225.012214055,57.7162269248
22.0,21012236.0,219.235490257,75.85250058,2792.25,-229.076459038,36.6302872935
22.0,21102235.0,219.202371075,76.2310545653,2793.75,-229.10957822,37.0088412788
22.0,21112236.0,219.273838784,75.4141749129,2794.85,-229.038110511,36.1919616263
22.0,22012234.0,229.372788563,40.017349267,2802.25,-218.939160732,79.2395625535
22.0,22112234.0,229.334440037,39.5790235998,2804.85,-218.977509259,78.8012368864
22.0,23012235.0,225.012214055,58.1562269248,2812.25,-225.012214055,58.1562269248
22.0,23102234.0,225.012214055,58.5362269248,2813.75,-225.012214055,58.5362269248
22.0,30002258.0,249.9992,61.4,3321.15,-249.9992,61.4
22.0,30112258.0,249.9992,61.84,3324.85,-249.9992,61.84
22.0,31002259.0,243.844679725,81.2616894384,3331.15,-254.251075409,37.6839575138
22.0,31102259.0,243.883028252,80.8233637712,3333.75,-254.212726882,37.2456318466
22.0,32002257.0,254.547404935,41.0710194873,3341.15,-243.5483502,84.6487514119
22.0,32102257.0,254.509056408,40.6326938201,3343.75,-243.586698727,84.2104257447
22.0,32112257.0,254.585753461,41.5093451544,3344.85,-243.510001673,85.0870770791
22.0,33002258.0,249.9992,61.4,3351.15,-249.9992,61.4
22.0,33112258.0,249.9992,61.84,3354.85,-249.9992,61.84
22.0,40002257.0,249.9992,63.1,3521.15,-249.9992,63.1
22.0,40102257.0,249.9992,62.66,3523.75,-249.9992,62.66
22.0,41002258.0,243.696514962,82.9552204252,3531.15,-254.399240172,39.3774885005
22.0,41012259.0,243.767982672,82.1383407727,3532.25,-254.327772463,38.5606088481
22.0,41102258.0,243.734863489,82.516894758,3533.75,-254.360891645,38.9391628334
22.0,42002256.0,254.695569697,42.764550474,3541.15,-243.400185437,86.3422823987
22.0,42102256.0,254.65722117,42.3262248069,3543.75,-243.438533964,85.9039567315
22.0,43002257.0,249.9992,63.1,3551.15,-249.9992,63.1
22.0,43112257.0,249.9992,63.54,3554.85,-249.9992,63.54
27.0,10012167.0,225.012214055,173.756226925,2582.25,-225.012214055,173.756226925
27.0,10112167.0,225.012214055,173.316226925,2584.85,-225.012214055,173.316226925
27.0,11002173.0,209.977807263,181.668301411,2591.15,-238.334142033,142.446088125
27.0,11102173.0,210.016155789,181.229975744,2593.75,-238.295793506,142.007762458
27.0,11112173.0,209.939458736,182.106627078,2594.85,-238.372490559,142.884413792
27.0,12002161.0,240.112119185,162.768459966,2601.15,-208.199830111,201.990673252
27.0,12112161.0,240.150467712,163.206785633,2604.85,-208.161481584,202.42899892
27.0,13012167.0,225.012214055,173.756226925,2612.25,-225.012214055,173.756226925
27.0,13102166.0,225.012214055,174.136226925,2613.75,-225.012214055,174.136226925
27.0,20002164.0,225.012214055,177.976226925,2781.15,-225.012214055,177.976226925
27.0,20102164.0,225.012214055,177.536226925,2783.75,-225.012214055,177.536226925
27.0,21012171.0,209.604780684,185.932014719,2792.25,-238.707168612,146.709801433
27.0,21102170.0,209.571661501,186.310568704,2793.75,-238.740287794,147.088355418
27.0,22012159.0,240.485145764,167.032173274,2802.25,-207.826803532,206.25438656
27.0,22102158.0,240.518264946,167.410727259,2803.75,-207.793684349,206.632940546
27.0,23002164.0,225.012214055,177.976226925,2811.15,-225.012214055,177.976226925
27.0,23012164.0,225.012214055,178.856226925,2812.25,-225.012214055,178.856226925
27.0,23112164.0,225.012214055,178.416226925,2814.85,-225.012214055,178.416226925
27.0,30012179.0,249.9992,196.58,3322.25,-249.9992,196.58
27.0,30112179.0,249.9992,196.14,3324.85,-249.9992,196.14
27.0,31012185.0,232.803790234,207.459633793,3332.25,-265.2919649,163.881901868
27.0,31102184.0,232.770671052,207.838187778,3333.75,-265.325084083,164.260455853
27.0,32002173.0,266.993244999,183.327622375,3341.15,-231.102510135,226.905354299
27.0,32112173.0,267.031593526,183.765948042,3344.85,-231.064161609,227.343679967
27.0,33002178.0,249.9992,197.4,3351.15,-249.9992,197.4
27.0,33112178.0,249.9992,197.84,3354.85,-249.9992,197.84
27.0,40002173.0,249.9992,205.9,3521.15,-249.9992,205.9
27.0,40112173.0,249.9992,206.34,3524.85,-249.9992,206.34
27.0,41012179.0,231.914801658,217.620819713,3532.25,-266.180953477,174.043087789
27.0,41112179.0,231.953150185,217.182494046,3534.85,-266.14260495,173.604762121
27.0,42012168.0,267.810765866,192.671928643,3542.25,-230.284989268,236.249660568
27.0,42102167.0,267.843885048,193.050482628,3543.75,-230.251870086,236.628214553
27.0,43002172.0,249.9992,207.6,3551.15,-249.9992,207.6
27.0,43102172.0,249.9992,207.16,3553.75,-249.9992,207.16
27.0,43112172.0,249.9992,208.04,3554.85,-249.9992,208.04
31.0,10002267.0,225.012214055,2.87622692481,2581.15,-225.012214055,2.87622692481
31.0,10102267.0,225.012214055,2.43622692481,2583.75,-225.012214055,2.43622692481
31.0,11012278.0,225.458410289,4.72419913628,2592.25,-222.853539006,-34.4980141503
31.0,11102277.0,225.425291107,5.10275312156,2593.75,-222.886658188,-34.119460165
31.0,12002257.0,225.888301968,0.189485237289,2601.15,-222.423647327,39.4116985238
31.0,12102257.0,225.849953441,-0.248840429872,2603.75,-222.461995854,38.9733728567
31.0,12112257.0,225.926650495,0.627810904449,2604.85,-222.3852988,39.850024191
31.0,13002267.0,225.012214055,2.87622692481,2611.15,-225.012214055,2.87622692481
31.0,13102267.0,225.012214055,2.43622692481,2613.75,-225.012214055,2.43622692481
31.0,20002267.0,225.012214055,2.87622692481,2781.15,-225.012214055,2.87622692481
31.0,20112267.0,225.012214055,3.31622692481,2784.85,-225.012214055,3.31622692481
31.0,21002277.0,225.38694258,5.54107878872,2791.15,-222.925006715,-33.6811344978
31.0,21012278.0,225.458410289,4.72419913628,2792.25,-222.853539006,-34.4980141503
31.0,21102277.0,225.425291107,5.10275312156,2793.75,-222.886658188,-34.119460165
31.0,22012257.0,225.964999022,1.06613657161,2802.25,-222.346950273,40.2883498582
31.0,22102256.0,225.998118204,1.44469055688,2803.75,-222.313831091,40.6669038434
31.0,23002267.0,225.012214055,2.87622692481,2811.15,-225.012214055,2.87622692481
31.0,23012267.0,225.012214055,3.75622692481,2812.25,-225.012214055,3.75622692481
31.0,23112267.0,225.012214055,3.31622692481,2814.85,-225.012214055,3.31622692481
31.0,30012290.0,249.9992,7.88,3322.25,-249.9992,7.88
31.0,30102289.0,249.9992,8.26,3323.75,-249.9992,8.26
31.0,31012301.0,249.990902704,11.010039329,3332.25,-248.104852431,-32.5676925957
31.0,31112301.0,250.029251231,10.5717136618,3334.85,-248.066503904,-33.0060182628
31.0,32002278.0,251.435944918,5.50686876539,3341.15,-246.659810216,49.08460069
31.0,32112278.0,251.474293445,5.94519443255,3344.85,-246.621461689,49.5229263572
31.0,33002289.0,249.9992,8.7,3351.15,-249.9992,8.7
31.0,33102289.0,249.9992,8.26,3353.75,-249.9992,8.26
31.0,40012288.0,249.9992,11.28,3522.25,-249.9992,11.28
31.0,40102287.0,249.9992,11.66,3523.75,-249.9992,11.66
31.0,40112288.0,249.9992,10.84,3524.85,-249.9992,10.84
31.0,41002299.0,249.771270232,13.5204499682,3531.15,-248.324484902,-30.0572819565
31.0,41102299.0,249.809618759,13.082124301,3533.75,-248.286136376,-30.4956076236
31.0,41112299.0,249.732921705,13.9587756353,3534.85,-248.362833429,-29.6189562893
31.0,42002276.0,251.732274444,8.89393073891,3541.15,-246.363480691,52.4716626635
